model_registry_id,artifact_id,evaluation_protocol_version,asset,phase,target_coverage,up_lower_threshold,up_upper_threshold,down_lower_threshold,down_upper_threshold,threshold_method,sample_count,trade_count,actual_coverage,future_data_used,status,reason
847,107,polymarket_logreg_eval_v1,SOL,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
847,107,polymarket_logreg_eval_v1,SOL,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
847,107,polymarket_logreg_eval_v1,SOL,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
847,107,polymarket_logreg_eval_v1,SOL,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
848,108,polymarket_logreg_eval_v1,SOL,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
848,108,polymarket_logreg_eval_v1,SOL,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
848,108,polymarket_logreg_eval_v1,SOL,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
848,108,polymarket_logreg_eval_v1,SOL,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
849,109,polymarket_logreg_eval_v1,SOL,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
849,109,polymarket_logreg_eval_v1,SOL,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
849,109,polymarket_logreg_eval_v1,SOL,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
849,109,polymarket_logreg_eval_v1,SOL,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
850,110,polymarket_logreg_eval_v1,SOL,leaning,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
850,110,polymarket_logreg_eval_v1,SOL,leaning,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
850,110,polymarket_logreg_eval_v1,SOL,leaning,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
850,110,polymarket_logreg_eval_v1,SOL,leaning,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
851,111,polymarket_logreg_eval_v1,SOL,leaning,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
851,111,polymarket_logreg_eval_v1,SOL,leaning,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
851,111,polymarket_logreg_eval_v1,SOL,leaning,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
851,111,polymarket_logreg_eval_v1,SOL,leaning,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
852,112,polymarket_logreg_eval_v1,SOL,leaning,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
852,112,polymarket_logreg_eval_v1,SOL,leaning,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
852,112,polymarket_logreg_eval_v1,SOL,leaning,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
852,112,polymarket_logreg_eval_v1,SOL,leaning,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
853,113,polymarket_logreg_eval_v1,SOL,contested,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
853,113,polymarket_logreg_eval_v1,SOL,contested,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
853,113,polymarket_logreg_eval_v1,SOL,contested,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
853,113,polymarket_logreg_eval_v1,SOL,contested,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
854,114,polymarket_logreg_eval_v1,SOL,contested,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
854,114,polymarket_logreg_eval_v1,SOL,contested,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
854,114,polymarket_logreg_eval_v1,SOL,contested,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
854,114,polymarket_logreg_eval_v1,SOL,contested,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
855,115,polymarket_logreg_eval_v1,SOL,contested,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
855,115,polymarket_logreg_eval_v1,SOL,contested,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
855,115,polymarket_logreg_eval_v1,SOL,contested,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
855,115,polymarket_logreg_eval_v1,SOL,contested,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
856,116,polymarket_logreg_eval_v1,XRP,ALL,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
856,116,polymarket_logreg_eval_v1,XRP,ALL,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
856,116,polymarket_logreg_eval_v1,XRP,ALL,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
856,116,polymarket_logreg_eval_v1,XRP,ALL,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
857,117,polymarket_logreg_eval_v1,XRP,ALL,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
857,117,polymarket_logreg_eval_v1,XRP,ALL,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
857,117,polymarket_logreg_eval_v1,XRP,ALL,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
857,117,polymarket_logreg_eval_v1,XRP,ALL,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
858,118,polymarket_logreg_eval_v1,XRP,ALL,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
858,118,polymarket_logreg_eval_v1,XRP,ALL,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
858,118,polymarket_logreg_eval_v1,XRP,ALL,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
858,118,polymarket_logreg_eval_v1,XRP,ALL,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
859,119,polymarket_logreg_eval_v1,XRP,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
859,119,polymarket_logreg_eval_v1,XRP,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
859,119,polymarket_logreg_eval_v1,XRP,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
859,119,polymarket_logreg_eval_v1,XRP,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
860,120,polymarket_logreg_eval_v1,XRP,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
860,120,polymarket_logreg_eval_v1,XRP,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
860,120,polymarket_logreg_eval_v1,XRP,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
860,120,polymarket_logreg_eval_v1,XRP,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
861,121,polymarket_logreg_eval_v1,XRP,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
861,121,polymarket_logreg_eval_v1,XRP,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
861,121,polymarket_logreg_eval_v1,XRP,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
861,121,polymarket_logreg_eval_v1,XRP,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
862,122,polymarket_logreg_eval_v1,XRP,leaning,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
862,122,polymarket_logreg_eval_v1,XRP,leaning,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
862,122,polymarket_logreg_eval_v1,XRP,leaning,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
862,122,polymarket_logreg_eval_v1,XRP,leaning,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
863,123,polymarket_logreg_eval_v1,XRP,leaning,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
863,123,polymarket_logreg_eval_v1,XRP,leaning,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
863,123,polymarket_logreg_eval_v1,XRP,leaning,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
863,123,polymarket_logreg_eval_v1,XRP,leaning,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
864,124,polymarket_logreg_eval_v1,XRP,leaning,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
864,124,polymarket_logreg_eval_v1,XRP,leaning,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
864,124,polymarket_logreg_eval_v1,XRP,leaning,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
864,124,polymarket_logreg_eval_v1,XRP,leaning,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
865,125,polymarket_logreg_eval_v1,XRP,contested,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
865,125,polymarket_logreg_eval_v1,XRP,contested,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
865,125,polymarket_logreg_eval_v1,XRP,contested,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
865,125,polymarket_logreg_eval_v1,XRP,contested,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
866,126,polymarket_logreg_eval_v1,XRP,contested,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
866,126,polymarket_logreg_eval_v1,XRP,contested,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
866,126,polymarket_logreg_eval_v1,XRP,contested,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
866,126,polymarket_logreg_eval_v1,XRP,contested,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
867,127,polymarket_logreg_eval_v1,XRP,contested,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
867,127,polymarket_logreg_eval_v1,XRP,contested,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
867,127,polymarket_logreg_eval_v1,XRP,contested,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
867,127,polymarket_logreg_eval_v1,XRP,contested,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
868,128,polymarket_logreg_eval_v1,DOGE,ALL,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
868,128,polymarket_logreg_eval_v1,DOGE,ALL,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
868,128,polymarket_logreg_eval_v1,DOGE,ALL,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
868,128,polymarket_logreg_eval_v1,DOGE,ALL,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
869,129,polymarket_logreg_eval_v1,DOGE,ALL,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
869,129,polymarket_logreg_eval_v1,DOGE,ALL,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
869,129,polymarket_logreg_eval_v1,DOGE,ALL,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
869,129,polymarket_logreg_eval_v1,DOGE,ALL,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
870,130,polymarket_logreg_eval_v1,DOGE,ALL,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
870,130,polymarket_logreg_eval_v1,DOGE,ALL,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
870,130,polymarket_logreg_eval_v1,DOGE,ALL,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
870,130,polymarket_logreg_eval_v1,DOGE,ALL,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
871,131,polymarket_logreg_eval_v1,DOGE,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
871,131,polymarket_logreg_eval_v1,DOGE,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
871,131,polymarket_logreg_eval_v1,DOGE,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
871,131,polymarket_logreg_eval_v1,DOGE,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
872,132,polymarket_logreg_eval_v1,DOGE,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
872,132,polymarket_logreg_eval_v1,DOGE,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
872,132,polymarket_logreg_eval_v1,DOGE,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
872,132,polymarket_logreg_eval_v1,DOGE,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
873,133,polymarket_logreg_eval_v1,DOGE,decided,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
873,133,polymarket_logreg_eval_v1,DOGE,decided,0.4,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
873,133,polymarket_logreg_eval_v1,DOGE,decided,0.6,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
873,133,polymarket_logreg_eval_v1,DOGE,decided,0.8,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
874,134,polymarket_logreg_eval_v1,DOGE,leaning,0.2,,,,,quantile_from_past_only (pending score arrays),,,,false,UNAVAILABLE_WITHOUT_OOF_SCORE_ARRAYS,Local reports contain OOF metadata only; read-only score-array export is required before quantile thresholds can be computed.
